sentence	label	e1	e2
Incubation of a temperature - sensitive gcdl - 101 mutant at the restrictive temperature led to a rapid reduction in the average size and quantity of polysomes , plus an accumulation of inactive 80S ribosomal couples ; in addition , excess amounts of <e1> eIF- 2 </e1> alpha , <e2> GCD1 </e2> GCD2 and GCN3 were found comigrating with free 40S ribosomal subunits .	0	eIF- 2	GCD1
Spores deficient in both <e1> CKI1 </e1> and <e2> CKI2 </e2> fail to grow and , therefore , either fail to germinate or arrest as small cells before bud emergence .	1	CKI1	CKI2
The SPT4 , SPT5 and <e1> SPT6 </e1> genes of Saccharomyces cerevisiae were identified originally by mutations that suppress delta insertion mutations at HIS4 and <e2> LYS2 </e2> .	0	SPT6	LYS2
In Saccharomyces cerevisiae , temperature - sensitive mutations in the genes <e1> RNA14 </e1> and <e2> RNA15 </e2> correlate with a reduction of mRNA stability and poly ( A ) tail length .	0	RNA14	RNA15
Comparative analysis of the predicted amino acid sequence has shown that the <e1> CAL1 </e1> product has similarity to two yeast proteins : the DPR1 ( RAM ) gene product that is involved in processing of ras protein at the farnesylation step , and the essential ORF2 protein whose structural gene has a head - to - head arrangement with <e2> PRP4 </e2> , which is involved in mRNA processing .	0	CAL1	PRP4
In addition , glycoprotein IV <e1> GPIV </e1> <e2> CD36 </e2> , one of the major platelet membrane glycoproteins , was associated in a complex with the Fyn , Yes , and Lyn proteins in platelet lysates .	1	GPIV	CD36
Immunoprecipitation studies with B cell lines solubilized by digitonin have shown <e1> CD19 </e1> to be part of a multimolecular complex that includes CD21 <e2> CR2 </e2> and other unidentified proteins .	0	CD19	CR2
Taken together , these analyses suggest that <e1> CLB1 </e1> and CLB2 are crucial for mitotic induction , whereas CLB3 and <e2> CLB4 </e2> might participate additionally in DNA replication and spindle assembly .	0	CLB1	CLB4
Based on this result and the striking similarity between the GAL3 and <e1> GAL1 </e1> protein sequences we attempted to detect <e2> galactokinase </e2> activity that might be associated with the GAL3 protein .	0	GAL1	galactokinase
<e1> FUS3 </e1> mediates cell cycle arrest during mating through transcriptional repression of two G1 cyclins CLN1 and <e2> CLN2 </e2> ) and through posttranscriptional inhibition of a third G1 cyclin ( CLN3 ) .	0	FUS3	CLN2
Suppression is due to mutations at nuclear loci designated EXA1 <e1> EXA2 </e1> and <e2> EXA3 </e2> for EXtragenic suppressor hsp70 subfamily A . Two of the four EXA1 alleles are dominant as is EXA3- 1 .	0	EXA2	EXA3
We have also purified mutant <e1> GAL80 </e1> proteins encoded by two different alleles of gal80 known to be incapable of inhibiting the function of <e2> GAL4 </e2>	1	GAL80	GAL4
The adenylate cyclase system of the yeast Saccharomyces cerevisiae contains many proteins , including the <e1> CYR1 </e1> polypeptide , which is responsible for catalyzing the formation of cyclic AMP from ATP , RAS1 and RAS2 polypeptides , which mediate stimulation of cyclic AMP synthesis by guanine nucleotides , and the yeast GTPase - activating protein analog <e2> IRA1 </e2>	1	CYR1	IRA1
Here we report that four newly discovered suppressors of YPT1 deletion ( <e1> SLY1- 20 </e1> , <e2> SLY2 </e2> , SLY12 and SLY41 ) to a varying degree restore ER - to - Golgi transport defects in cells lacking Ypt1 p .	0	SLY1- 20	SLY2
Heterologous expression of <e1> CLN2 </e1> in the absence of <e2> SIT4 </e2> function results in DNA synthesis , but most of the cells are still blocked for bud emergence .	1	CLN2	SIT4
The phenotype of the <e1> TPM1 </e1> disrupted cells is very similar to that of a conditional mutation in the <e2> MYO2 </e2> gene , which encodes a myosin - like protein ( Johnston , G. C. , J. A. Prendergast , and R. A. Singer .	0	TPM1	MYO2
GCD factors are thought to be antagonized by the positive regulators <e1> GCN1 </e1> , <e2> GCN2 </e2> and GCN3 in amino acid-starved cells to allow for increased GCN4 protein synthesis .	0	GCN1	GCN2
Antibodies specific for <e1> TDS4 </e1> or <e2> TBP </e2> react with the TFIIIB complex , indicating that both proteins are components of the RNA polymerase III initiation complex .	1	TDS4	TBP
We propose that <e1> SWI4 </e1> participates in a positive feedback loop by which <e2> CLN1 </e2> CLN2 , and possibly HCS26 promote their own transcription in G1 .	0	SWI4	CLN1
Previous studies show that activity - induced facilitation and potentiation are disrupted at larval neuromuscular junctions in the memory mutants dunce <e1> dnc </e1> and rutabaga <e2> rut </e2> of Drosophila .	0	dnc	rut
In addition , homotrimeric <e1> TSP2 </e1> has a lower affinity for heparin than homotrimeric <e2> TSP1 </e2>	1	TSP2	TSP1
<e1> spi1 </e1> appears to interact with <e2> pim1 </e2> in the maintenance of a coordinated cell cycle . " " " " " " "	1	spi1	pim1
This association may allow CD45 to engage and dephosphorylate lck or another <e1> CD4 </e1> or <e2> CD8 </e2> associated substrate in order to reset the receptor complex to receive a new set of stimuli .	0	CD4	CD8
Expression of the Saccharomyces cerevisiae mitochondrial gene coding cytochrome c oxidase subunit III is specifically activated at the level of translation by at least three nuclear genes , <e1> PET122 </e1> <e2> PET494 </e2> and PET54 .	0	PET122	PET494
Although receptor dimerization can be attributed to the dimeric nature of the ligand , no dissociation of <e1> Kit </e1> dimers occurred at high excess of <e2> SCF </e2> suggesting that receptor - receptor interactions are also involved in dimer stabilization .	0	Kit	SCF
Several transformants exhibiting GAL4 activity were identified and shown to harbor plasmids encoding polypeptides predicted to form coiled - coil structures with <e1> Jun </e1> and / or <e2> Fos </e2>	0	Jun	Fos
Among the nine genes recovered were two genes from the cAMP - dependent protein kinase ( cAPK ) pathway , <e1> MSI1 </e1> and <e2> PDE2 </e2> .	0	MSI1	PDE2
We also report the cloning of a multicopy suppressor of <e1> sec65 </e1> - 1 , and its identification as the previously defined <e2> SRP54 </e2> gene , providing genetic evidence for an interaction between these gene products in vivo .	1	sec65	SRP54
Expression of the Saccharomyces cerevisiae mitochondrial gene coding cytochrome c oxidase subunit III is specifically activated at the level of translation by at least three nuclear genes , PET122 <e1> PET494 </e1> and <e2> PET54 </e2> .	0	PET494	PET54
The <e1> CYC8 </e1> and <e2> TUP1 </e2> proteins were coprecipitated by either antiserum , further supporting the conclusion that they are associated with each other .	0	CYC8	TUP1
We recently reported that the apparently non-DNA - binding 65 kd subunit <e1> p65 </e1> of the NF - kappa B transcription factor can modulate the DNA - binding specificity of the 50 kd subunit <e2> p50 </e2> of NF - kappa B .	1	p65	p50
Here we report that four newly discovered suppressors of YPT1 deletion ( <e1> SLY1- 20 </e1> , SLY2 , SLY12 and <e2> SLY41 </e2> ) to a varying degree restore ER - to - Golgi transport defects in cells lacking Ypt1 p .	0	SLY1- 20	SLY41
We have now investigated the role of two trans - activating proteins , encoded by <e1> PHO2 </e1> and <e2> PHO4 </e2> which bind to the PHO5 promoter .	0	PHO2	PHO4
Using chemical crosslinking techniques , we now show that <e1> CD45 </e1> is linked to <e2> CD2 </e2> on the surface of human T lymphocytes .	1	CD45	CD2
Combinations of the TPM1 disruption with sec13 or sec18 mutations , which affect early steps in the secretory pathway , block vesicle accumulation , while combinations with <e1> sec1 </e1> , sec4 or <e2> sec6 </e2> mutations , which affect a late step in the secretory pathway , have no effect on the vesicle accumulation .	0	sec1	sec6
<e1> RPS7A </e1> maps distal to CDC11 on chromosome X , and <e2> RPS7 B </e2> maps distal to CUP1 on chromosome VIII .	0	RPS7A	RPS7 B
In exa2 - 1 ssa1 ssa2 strains the gene products of the remaining SSA hsp70 genes , <e1> SSA3 </e1> and <e2> SSA4 </e2> ( Ssa3 / 4p ) , accumulate to higher levels .	0	SSA3	SSA4
Here we report that four newly discovered suppressors of <e1> YPT1 </e1> deletion ( <e2> SLY1- 20 </e2> , SLY2 , SLY12 and SLY41 ) to a varying degree restore ER - to - Golgi transport defects in cells lacking Ypt1 p .	0	YPT1	SLY1- 20
<e1> FUS3 </e1> is functionally redundant with <e2> KSS1 </e2> a homologous yeast protein kinase , for a step(s ) in signal transduction between the beta subunit of the guanine nucleotide binding protein ( G protein ) , STE4 , and the mating type - specific transcriptional activator , STE12 .	0	FUS3	KSS1
In Saccharomyces cerevisiae , the RNA levels of the G1 cyclins <e1> CLN1 </e1> , <e2> CLN2 </e2> and HCS26 increase dramatically during the late G1 phase of the cell cycle .	0	CLN1	CLN2
Here , we demonstrate a novel activity of <e1> RAD6 </e1> protein -- its ability to mediate protein degradation dependent on the N - end - recognizing <e2> ubiquitin </e2> protein ligase ( E3 ) .	0	RAD6	ubiquitin
