sentence	label	e1	e2
The present study showed that <e1> PPAR-gamma </e1> activation can be an important regulator of COX-2 in prostate cells and may be an important target for <e2> prostate cancer </e2> chemoprevention.	1	PPAR-gamma	prostate cancer
Enhanced <e1> Ha-ras </e1> expression was documented in 66% of breast and 100% of colon carcinomas as compared with their normal counterparts, with levels in <e2> breast carcinomas </e2> ranging from 10.1 to 50.4 pg ras p21/micrograms protein and those in colon carcinomas ranging from 18.4 to 51.7 pg ras p21/micrograms protein.	0	Ha-ras	breast carcinomas
Evaluation of alterations in the level of the five major electrophoretic fractions of serum proteins (albumin, alpha 1-, alpha 2-, beta- and gamma-globulin) in 18 patients with <e2> prostatic cancer </e2> prior to and following cryoprostatectomy disclosed: (i) a progressive increase in the level of alpha 2- and beta-globulin and the incidence of patients possessing statistically significant (p less than 0.05) elevations in these proteins with a progression of the stage of their malignancy; (ii) a significant decrease in albumin, alpha 2- and beta-globulin and increase in alpha 1- and gamma-globulin from their preoperative levels following cryoprostatectomy in patients with metastatic disease (stage III) in association with a favorable clinical response; (iii) an overall significant decrease in albumin and alpha 2-globulin and increase in <e1> alpha 1-globulin </e1> from their preoperative levels and (iv) a general association of decreases in albumin (83% of the patients) and alpha 2-globulin (92%) and gamma-globulin (75%) with a favorable clinical response following cryoprostatectomy.	0	alpha 1-globulin	prostatic cancer
Transfection of LCC9 and <e2> LY2 </e2> cells with <e1> hERalpha46 </e1> partially restored growth inhibition by TAM.	1	hERalpha46	LY2
<e1> Pak1 </e1> , p-Pak1 and p-Pak2 were overexpressed in <e2> ovarian cancer </e2> cell lines, and clinical samples of ovarian cancers were compared with benign ovarian lesions/inclusion cysts.	0	Pak1	ovarian cancer
In conclusion, three consecutive microarray (CGH, cDNA and tissue) experiments revealed high-level amplification and overexpression of the <e1> FGFR2 </e1> in a <e2> breast cancer </e2> cell line, but only a low frequency of involvement in primary breast tumors.	0	FGFR2	breast cancer
Our findings suggest that p <e1> Akt </e1> may be a useful predictor of resistance to endocrine therapy for <e2> breast cancer </e2> , while also suggesting that the inhibition of Akt may increase the efficacy of endocrine therapy.	1	Akt	breast cancer
<e1> CCBE1 </e1> is expressed in normal ovary, but is reduced in <e2> ovarian cancer </e2> cell lines and primary carcinomas.	0	CCBE1	ovarian cancer
The <e1> cellular retinol binding protein I gene </e1> (CRBP) is downregulated in a subset of human <e2> breast cancers </e2> and in MMTV-Myc induced mouse mammary tumors.	0	cellular retinol binding protein I gene	breast cancers
We have also shown that arsenite specifically induces <e1> HIF-1alpha </e1> , but not HIF-1beta, protein levels in <e2> prostate cancer </e2> cells in a mTOR-dependent manner.	0	HIF-1alpha	prostate cancer
Cisplatin decreased <e1> XIAP protein </e1> levels and induced Akt cleavage and apoptosis in chemosensitive, but not in resistant, <e2> ovarian cancer </e2> cells.	0	XIAP protein	ovarian cancer
We tested the in vivo effects of GSK690693 in Lck-Myr <e1> Akt </e1> 2 transgenic mice that develop lymphomas, heterozygous Pten(+/-) knockout mice that exhibit endometrial tumors, and TgMISIIR-TAg-DR26 mice that develop <e2> ovarian carcinomas </e2> , all of which exhibit hyperactivation of Akt.	0	Akt	ovarian carcinomas
Similarly, activation of the <e1> AR </e1> by phosphorylated protein kinase B, Akt, has also been reported in <e2> prostate cancer </e2> .	0	AR	prostate cancer
These results show that <e1> CLDN3 </e1> and CLDN4 are frequently up-regulated in <e2> ovarian tumors </e2> and cell lines and may represent novel markers for this disease.	0	CLDN3	ovarian tumors
<e1> Cyclin E </e1> is overexpressed in breast, lung, skin, gastrointestinal, cervical, and <e2> ovarian cancers </e2> .	0	Cyclin E	ovarian cancers
Using multiple primer sets and controls, we found that neither mature <e1> BORIS transcripts </e1> nor spliced variants are commonly expressed at detectable levels in malignant breast cells or tissues, although endogenous BORIS transcripts can be induced in <e2> MCF-7 </e2> cells following 5-aza-2'-deoxycytidine treatment.	0	BORIS transcripts	MCF-7
Increased levels of <e1> plasma haemoxygenase-1 </e1> in <e2> prostate cancer </e2> .	0	plasma haemoxygenase-1	prostate cancer
<e1> TSPO </e1> expression is increased in prostatic intraepithelial neoplasia, primary <e2> prostate cancer </e2> , and metastases compared with normal prostate tissue and benign prostatic hyperplasia.	0	TSPO	prostate cancer
Antisense blocking of <e1> BRCA1 </e1> enhances sensitivity to plumbagin but not tamoxifen in <e2> BG-1 </e2> ovarian cancer cells.	0	BRCA1	BG-1
Furthermore, siRNA knockdown of the p38 mitogen-activated protein kinase (MAPK) protein prevented induction of <e1> p75 </e1> (NTR) by DIM in the <e2> PC-3 </e2> prostate cell line.	0	p75	PC-3
Obesity and <e1> HER 2 </e1> overexpression: a common factor for poor prognosis of <e2> breast cancer </e2> .	0	HER 2	breast cancer
Recent studies show that aberrant activation of <e1> Akt </e1> in <e2> breast carcinoma </e2> is associated with a poor prognosis and resistance to endocrine therapy and chemotherapy.	0	Akt	breast carcinoma
Overexpression of <e1> 12/15-lipoxygenase </e1> , an ortholog of human 15-lipoxygenase-1, in the <e2> prostate tumors </e2> of TRAMP mice.	0	12/15-lipoxygenase	prostate tumors
Decreased expression of miR-342 in the therapeutically challenging triple-negative breast tumours, increased miR-342 expression in the luminal B tumours, and downregulated <e1> miR-520g </e1> in ER and PR-positive tumours indicates that not only is dysregulated miRNA expression a marker for poorer prognosis <e2> breast cancer </e2> , but that it could also present an attractive target for therapeutic intervention.	0	miR-520g	breast cancer
Strikingly, IFN-gamma-induced apoptosis and growth inhibition of <e2> M12 </e2> cells were associated with persistent suppression of the constitutive tyrosine-phosphorylated <e1> STAT3 </e1> (pY-STAT3).	0	STAT3	M12
The decrease in <e1> survivin gene </e1> expression by transfection of siRNA was accompanied by the inhibition of cell proliferation of PCa cells (31% and 25% decreased in LNCaP and <e2> PC-3 </e2> cells, P <0.01).	0	survivin gene	PC-3
Conversely, ectopic Pak1 overexpression enhanced <e2> ovarian cancer </e2> cell migration and invasion in a kinase-dependent manner, along with increased <e1> p38 </e1> activation.	0	p38	ovarian cancer
The interaction between FADD and caspase-8 was inhibited, but abrogation of JNK activity or <e1> HIPK3 </e1> expression was found to restore this interaction and increased the sensitivity of <e2> DU 145 </e2> cells to Fas receptor-mediated apoptosis.	1	HIPK3	DU 145
We have also shown that expression of activated Src in <e2> breast cancer </e2> cells increased the expression of <e1> alpha2-integrin </e1> and that overexpression of alpha2-integrin suppressed FAK-CD-mediated loss of adhesion.	0	alpha2-integrin	breast cancer
<e1> Trefoil factor 3 </e1> is overexpressed in human <e2> prostate cancer </e2> .	0	Trefoil factor 3	prostate cancer
In patients with <e2> ovarian cancer </e2> , the increased <e1> leptin </e1> levels were associated with higher circulating follicle-stimulating hormone (FSH).	0	leptin	ovarian cancer
Patients with <e2> breast cancer </e2> showed enhanced blood plasma concentrations of progesterone and estradiol, and enhanced tissue levels of ER and PGR associated with increased <e1> leptin </e1> levels.	0	leptin	breast cancer
<e1> CBX7 </e1> overexpression in <e2> LNCaP </e2> cells resulted in a slight growth advantage in both androgen-dependent and -independent conditions.	1	CBX7	LNCaP
<e1> IGFBP2 </e1> and IGFBP5 overexpression correlates with the lymph node metastasis in T1 <e2> breast carcinomas </e2> .	0	IGFBP2	breast carcinomas
Activation and overexpression of <e1> centrosome kinase BTAK/Aurora-A </e1> in human <e2> ovarian cancer </e2> .	0	centrosome kinase BTAK/Aurora-A	ovarian cancer
Dimethyloxalylglycine, a pan-prolyl hydroxylase inhibitor, also induced <e1> Btg2 </e1> and Ndrg1 protein expression in <e2> LNCaP </e2> cells.	0	Btg2	LNCaP
Southern analysis of <e2> breast cancer </e2> profiling arrays revealed that 29 patients (group I) expressed an elevated <e1> LF </e1> , 10 patients (group II) showed decreased LF, and 8 patients (group III) had no change relative to the adjacent normal tissue.	0	LF	breast cancer
Accordingly, a meta-analysis of available microarray data shows that <e1> CLU mRNA </e1> is significantly downregulated in <e2> prostate cancer </e2> tissue compared to normal prostate in 14 out of 15 independent studies.	0	CLU mRNA	prostate cancer
These findings suggest that reduced expression of <e1> BRCA1 protein </e1> along with genetic and epigenetic changes of the BRCA1 gene play an important role in the development of sporadic <e2> ovarian carcinomas </e2> , particularly those of serous histology.	0	BRCA1 protein	ovarian carcinomas
Eighteen (37%) of the <e2> ovarian carcinomas </e2> had germline or somatic <e1> BRCA1 </e1> mutations, or epigenetic loss of BRCA1.	0	BRCA1	ovarian carcinomas
Several of the analogues elicit stronger growth inhibitory activity against prostate (PC-3) and breast ( <e2> MDA-MB-468 </e2> ) carcinoma cells, which contain elevated basal <e1> IKK </e1> activity; this antiproliferative activity correlates with increased inhibition of recombinant IKKbeta in vitro, suggesting that the anticancer activities of these AdArs might be related to the inhibition of IKK/NFkappaB signaling.	0	IKK	MDA-MB-468
Knockdown of HIF-1α attenuated the increasing protein levels of both Btg2 and <e1> Ndrg1 </e1> by hypoxia or L-mimosine in <e2> LNCaP </e2> cells.	0	Ndrg1	LNCaP
In <e2> T47D </e2> , Bax and <e1> Bad proteins </e1> were up-regulated; Bcl-2 protein is undetectable in these cells.	0	Bad proteins	T47D
<e1> ZEB2 </e1> expression was negatively correlated with CDH1 expression in advanced stage samples, whereas ZEB2 knockdown in ovarian adenocarcinoma <e2> SKOV3 </e2> cells resulted in an increase in CDH1 expression.	0	ZEB2	SKOV3
Pak1, p-Pak1 and <e1> p-Pak2 </e1> were overexpressed in <e2> ovarian cancer </e2> cell lines, and clinical samples of ovarian cancers were compared with benign ovarian lesions/inclusion cysts.	0	p-Pak2	ovarian cancer
KTI treatment may also be beneficial for <e2> ovarian cancer </e2> patients with or at risk for peritoneal disseminated metastasis; it greatly reduces tumor burden in part by inhibiting phosphorylation of MAP kinase and PI3 kinase, leading to suppression of <e1> uPA </e1> expression.	1	uPA	ovarian cancer
These data suggest that GAPDH binding to <e1> CSF-1 </e1> ARE sequence prevents CSF-1 mRNA decay and subsequent down-regulation of CSF-1 protein translation, leading to CSF-1 overexpression and increased metastatic properties seen in <e2> ovarian cancer </e2> .	0	CSF-1	ovarian cancer
The compound investigated is present in a herbal preparation extracted from Boswellia serrata oleo-gum-resin, it inhibits the growth of chemotherapy-resistant human <e2> PC-3 </e2> prostate cancer cells in vitro and induces apoptosis as shown by activation of <e1> caspase 3 </e1> and the induction of DNA fragmentation.	1	caspase 3	PC-3
<e2> SKOV3 </e2> , but not two alphaFR-negative non-ovarian cell lines, exhibited down-regulation of <e1> cav-1 </e1> expression following stable alphaFR cDNA transfection.	0	cav-1	SKOV3
Evaluation of differential gene expression in drug-sensitive ( <e2> A2780 </e2> ) and drug-resistant (A2780cp) ovarian carcinoma cell lines exposed to 0.1 microg/ml HMN-176 up to 48 h using cDNA microarrays with 1,154 known human genes revealed significant drug effects on tumor associated genes, including upregulation of tissue inhibitor matrix metalloproteinases gene ( <e1> TIMP </e1> ) in both cell lines, suggesting that HMN-176 could potentially overcome tumor drug resistance.	0	TIMP	A2780
Epidermal growth factor ( <e1> EGF </e1> ) and hepatocyte growth factor (HGF) are often both overexpressed and contribute to the growth of <e2> ovarian cancer </e2> by activating autocrine pathways.	1	EGF	ovarian cancer
Similarly, neoadjuvant studies demonstrate that letrozole substantially inhibits <e1> aromatase </e1> activity in both malignant and nonmalignant breast tissues, and markedly suppresses endogenous estrogens within the <e2> breast cancers </e2> .	0	aromatase	breast cancers
<e1> uMtCK </e1> was up-regulated in AIPC cells and in human <e2> prostate cancer </e2> tissues at WHO grade III.	0	uMtCK	prostate cancer
(3) Of the 2,272 men, 284 had elevated <e1> PSA </e1> levels and <e2> prostate carcinoma </e2> was detected in 62 men.	0	PSA	prostate carcinoma
These results indicate that high PTEN expression enhances the sensitivity of <e2> ovarian cancer </e2> cells to irinotecan and the induction of apoptosis and the suppression of <e1> topoisomerase I </e1> activity in cancer cells are suggested as possible mechanisms attributable to high PTEN expression.	1	topoisomerase I	ovarian cancer
